retailer,category,url,name,quantity,price,currency
magnit,Мясо и птица,https://magnit.ru/product/1000095962-sukhariki-kirieshki-rzhanye-vkus-v-assortimente-kholodets-bekon-vetchina-s-syrom-100g,Сухарики ржаные Холодец/Бекон/Ветчина с сыром Кириешки 100г в ассортименте,100 г,42.0,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000095997-khleb_pita_2sht_200g_kulinariya,Хлеб Пита 2шт 200г,200 г,29.99,RUB
magnit,Молочное,https://magnit.ru/product/1000096055-morozhenoe_plombir_na_slivkakh_plombir_vanilnyy_vesovoy_80g,Мороженое Пломбир на сливках пломбир ванильный 800г,800 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000096056-morozhenoe_plombir_na_slivkakh_430g,Мороженое Пломбир на Сливках 430г,430 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000096097-pripravych_pripr_univers_12ovoshch_i_trav_200g_proksima_14,Приправа универсальная Приправыч 12 овощей и трав 200г,200 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000096099-pripravych_priprava_dlya_kuritsy_15g_proksima_35_105,Приправа для курицы Приправыч 15г,15 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000096101-pripravych_paprika_molotaya_10g,Паприка Приправыч молотая 10г,10 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000096105-pripravych_perets_chyernyy_molotyy_10g_proksima_30_90,Перец чёрный Приправыч молотый 10г,10 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000096107-pripravych_priprava_khmeli_suneli_15g_proksima_35_105,Приправа Приправыч Хмели-сунели 15г,15 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000096109-pripravych_lavrovyy_list_10g_fas_proksima_30,Лавровый лист Приправыч 10г,10 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000096142-garmoniya_s_prirodoy_tvorog_5_180g_bum_up_moloko_8,Творог Гармония с природой 5% 180г,180 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000096161-s_pylu_s_zharu_pyshnye_oladushki_domashnie_280g_floupak_lina_10,Оладушки С пылу с жару пышные домашние 280г,280 г,89.0,RUB
magnit,Молочное,https://magnit.ru/product/1000096257-sloyka_s_tvorogom_0_07kg_fl_p_gukovskaya_60,Слойка с творогом 70г,70 г,36.99,RUB
magnit,Напитки,https://magnit.ru/product/1000096353-chay_chernyy_greenfield_kenyan_sunrise_100pak,Чай черный Greenfield Kenyan Sunrise 100пак,200 г,289.0,RUB
magnit,Напитки,https://magnit.ru/product/1000096354-chay_zelenyy_greenfield_green_melissa_100pak,Чай зеленый Greenfield Green Melissa 100пак,150 г,309.99,RUB
magnit,Напитки,https://magnit.ru/product/1000096355-chay_chernyy_greenfield_golden_ceylon_200g,Чай черный Greenfield Golden Ceylon 200г,200 г,258.0,RUB
magnit,Напитки,https://magnit.ru/product/1000096356-chay_zelenyy_printsessa_yava_klubnichnoe_nastroenie_25pak,Чай зеленый Принцесса Ява Клубничное настроение 25пак,37 г,66.0,RUB
magnit,Напитки,https://magnit.ru/product/1000096357-greenfield_flain_dragon_chay_zel_kitay_baykh_200g_k_up_nep_12,Чай зеленый Greenfield Flying Dragon 200г,200 г,394.0,RUB
magnit,Напитки,https://magnit.ru/product/1000096358-tess_summer_time_chay_gibiskus_klubnika_20pir_40g_nep_12,Чай травяной Tess Summer гибискус с малиной и ароматом фейхоа 20пак,40 г,121.0,RUB
magnit,Напитки,https://magnit.ru/product/1000096368-chay_zelenyy_tess_ginger_mokhito_20pak,Чай зеленый Tess Ginger Mojito 20пак,36 г,89.99,RUB
magnit,Молочное,https://magnit.ru/product/1000096571-pershinskoe_ryazhenka_4_0_5l_pyur_p_tyumenmoloko_6,Ряженка Першинское 4% 500мл,500 мл,,RUB
magnit,Молочное,https://magnit.ru/product/1000096572-pershinskoe_snezhok_2_5_0_5l_pyur_p_tyumenmoloko_6,Снежок Першинское 2.5% 500мл,500 мл,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000096720-khleb_bezdrozhzhevoy_narez_rzhan_0_4kg_p_up_vologodskiy_khk,Хлеб Бездрожжевой нарезанный ржаной Вологодский ХК 400г,400 г,,RUB
magnit,Консервы,https://magnit.ru/product/1000096768-dyadya_vanya_ogurtsy_marinovannye_slabokislye_1800_g_steklyannaya_banka_konservnoe_predpriyatie_russ,Огурчики Дядя Ваня маринованные 1.8кг,1800 г,339.99,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000096770-tomaty_dyadya_vanya_marinovannye_680g,Томаты Дядя Ваня маринованные 680г,680 г,169.99,RUB
magnit,Молочное,https://magnit.ru/product/1000096813-moloko_sgushch_s_sakharom_gost_8_5_250g_pl_st_irbitskiy_mz_16,Молоко сгущенное Ирбитский МЗ с сахаром 8.5% 250г,250 г,,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000096822-vareniki_s_kartofelem_0_9kg_p_up_stepanov_v_a_ip_6,Вареники с картофелем 900г,900 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000096914-pelmeni_klassicheskie_mini_0_8kg_morozko_td_6,Пельмени Морозко Классические мини 800г,800 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000096957-nasha_korova_kefir_2_5_0_9l_plastikovaya_butylka_yadrinmoloko_oao_6,Кефир Наша Корова 2.5% 900мл,900 мл,,RUB
magnit,Молочное,https://magnit.ru/product/1000096960-nasha_korova_moloko_pasterizovannoe_3_2_0_9l_plastikovaya_butylka_yadrinmoloko_oao_6,Молоко Наша Корова пастеризованное 3.2% 900мл,927 г,,RUB
magnit,Масла и соусы,https://magnit.ru/product/1000096966-maslo_krestyanskoe_sl_sliv72_5_180g_kash_bum_up_irbitskmz_12,Масло сливочное Ирбитский МЗ Крестьянское 72.5% 180г,180 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000097001-bubliki_ukrainskie_novye_2sht_0_2kg_fl_p_tobus,Бублики Украинские Тобус 2шт 200г,200 г,,RUB
magnit,Напитки,https://magnit.ru/product/1000097083-frutonyanya_sok_yabl_chernaya_smorod_osv_0_2l_t_pak_progress_18,Сок ФрутоНяня Яблоко-черная смородина 200мл,200 мл,69.98,RUB
magnit,Напитки,https://magnit.ru/product/1000097084-frutonyanya_malysham_nektar_yabloko_banan_0_2l_t_pak_progress_18,Нектар ФрутоНяня Малышам Яблоко-банан 200мл,200 мл,39.99,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000097089-pyure_frutonyanya_yagodnyy_salatik_100g,Пюре Фрутоняня Ягодный салатик 100г,100 г,74.99,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000097090-pyure_frutonyanya_fruktovyy_salatik_100g,Пюре Фруктовый салатик с 5 месяцев Фрутоняня 100г,100 г,74.99,RUB
magnit,Молочное,https://magnit.ru/product/1000097091-kasha_frutonyanya_molochnaya_ovsyanaya_persik_200g,Молочная каша овсяная с персиком с 5 месяцев Фрутоняня 200г,200 г,155.99,RUB
magnit,Молочное,https://magnit.ru/product/1000097092-kasha_frutonyanya_molochnaya_risovaya_tykva_i_abrikos_200g,Молочная каша рисовая с тыквой и абрикосом с 5 месяцев Фрутоняня 200г,200 г,155.99,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000097180-bulochka_s_makom_sdob_80g_p_up_arkhangelskkhleb,Булочка с маком сдобная Архангельскхлеб 80г,80 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000097214-syr_edam_45_v_starominskiy_syrodel_2_12,Сыр Староминский Сыродел Эдам 45% весовой,300 г,329.97,RUB
magnit,Крупы и макароны,https://magnit.ru/product/1000097372-gudvill_grechnevaya_yadritsa_tselaya_800g_altayskaya_krupa_6,Крупа гречневая Гудвилл 800г,800 г,83.99,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000097376-baton_nareznoy_narez_v_s_0_175kg_p_up_kirovo_chepetskiy_khk,Батон Нарезной нарезанный Кирово-Чепецкий хлебокомбинат 175г,175 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000097488-derevenskoe_iz_talitsy_tvorog_9_250g_pl_kont_talitskie_mf,Творог Деревенское из Талицы 9% 250г,250 г,,RUB
magnit,Масла и соусы,https://magnit.ru/product/1000097490-talitskoe_maslo_sliv_72_5_180g_fol_talitskmf_3,Масло сливочное Талицкое 72.5% 180г,180 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000097666-derevenskoe_molochko_smetana_15_gost_500g_pl_st_dm,Сметана Деревенское молочко 15% 500г,500 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000097669-derevenskoe_molochko_tvorog_5_200g_fl_p_dm,Творог Деревенское молочко 5% 200г,200 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000097672-derevenskoe_molochko_maslo_sliv_72_5_180g_fol_dm,Масло сливочное Деревенское молочко 72.5% 180г,180 г,,RUB
magnit,Масла и соусы,https://magnit.ru/product/1000097688-sous_kavkazskiy_mivimex_chili_200g,Соус Mivimex Жгучий чили Кавказский 200г,200 г,69.99,RUB
magnit,Молочное,https://magnit.ru/product/1000097710-altayskaya_burenka_kefir2_5_850g_pl_but_altayskaya_burenka_6,Кефир Алтайская Буренка 2.5% 850г,850 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000097887-aleyka_muka_pshenichnaya_khlebopek_v_s_2kg_aleyskzernoprodukt_4,Мука Алейка пшеничная хлебопекарная 2кг,2000 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000097888-aleyka_smes_dlya_prigot_blin_1kg_aleyskzernoprodukt_8,Смесь Алейка для приготовления блинов 1кг,1000 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000097944-zefir_ns09065h101_vanilnyy_ekstra_net_370g_lotok_novosibirskaya_shf_7,Зефир Новосибирская ШФ Ванильный Экстра 370г,370 г,,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000097977-grusha_vilyams_pakkhams_fasovannaya_tsena_za_1kg,Груша Вильямс Пакхамс,700 г,,RUB
magnit,Крупы и макароны,https://magnit.ru/product/1000098091-gudvill_khlopya_gerkules_450g_pe_p_altayskaya_krupa_18,Хлопья Гудвилл Геркулес 450г,450 г,64.99,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000098285-kolbasa_doktorskaya_var_p_o_0_45kg_mini_myas_pr_volkova_ap,Колбаса Докторская вареная 450г,450 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000098300-kolbasa_servelat_kurinyy_p_k_0_34kg_mini_v_u_volkova_ap,Колбаса Сервелат Куриный полукопченый 340г,340 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000098301-kolbasa_salyami_kurinaya_p_k_0_34kg_mini_v_u_volkova_ap,Колбаса Салями Куриная полукопченая 340г,340 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000098307-sosiski_vologodskie_v_u_0_4kg_mini_myas_pr_v_u_volkov_a_p_,Сосиски Вологодские 400г,400 г,,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000098423-makheev_dzhem_apelsinovyy_400g_st_ban_essen_prodakshn_ag_10,Джем Махеевъ Апельсиновый 400г,400 г,189.99,RUB
magnit,Масла и соусы,https://magnit.ru/product/1000098605-prazdnichnyy_mayonez_klassicheskiy_50_800ml_d_p_persona_9,Майонез Праздничный классический 50% 800мл,800 мл,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000098633-baton_novyy_v_s_400g_p_up_samarskiy_bkk,Батон Новый Самарский БКК 400г,400 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000098643-ummk_kolbasa_1106301097_slivochnaya_var_0_45_kg_mini_poliamidnaya_obolochka_ufimskiy_mkk_8,Колбаса УМКК сливочная вареная 450г,450 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000098668-kolbasa_dym_dymych_premera_syrokopchenaya_200g,Колбаса Дым Дымыч Премьера сырокопченая 200г,200 г,139.99,RUB
magnit,Напитки,https://magnit.ru/product/1000098747-chay_chernyy_greenfield_blueberry_nights_25pak,Чай черный Greenfield Blueberry Nights 25пак,37 г,133.0,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000098839-s_pylu_s_zharu_blinchiki_s_kuritsey_0_36kg_lotok_lina_10,Блинчики С пылу с жару с курицей 360г,360 г,189.99,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000098841-blinchiki_s_pylu_s_zharu_bez_nachinki_360g,Блинчики С пылу с жару без начинки 360г,360 г,119.0,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000098919-sosiski_molochnye_1s_0_6kg_mini_myas_pr_altayskie_kolbasy,Сосиски Алтайские колбасы Молочные 600г,600 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000098938-sosiski_slivochnye_v_s_0_6kg_mini_myas_pr_altayskie_kolb,Сосиски Алтайские колбасы Сливочные 600г,600 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000098939-iz_sela_udoevo_smetana_20_180g_plastikovyy_stakan_molochnyy_kombinat_engelsskiy_oao,Сметана Из села Удоево 20% 180г,180 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000098945-drozhzhi_vys_akt_50g_folga_kombinat_pishchevykh_produktov_40_120,Дрожжи хлебопекарные прессованные КПП 50г,50 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000098953-kubanskiy_molochnik_maslo_sliv_82_5_170g_leningradskiysk_12,Масло сливочное Кубанский молочник 82.5% 170г,170 г,189.99,RUB
magnit,Молочное,https://magnit.ru/product/1000099159-tvorog-vkusnyayev-5-430g,Творог Вкусняев 5% 430г,430 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000099159-vkusnyaev_tvorog_5_430g_p_up_alabuga_sote,Творог Вкусняев 5% 430г,430 г,,RUB
magnit,Консервы,https://magnit.ru/product/1000099165-govyadina_tush_v_s_konservy_325g_zh_b_myasn_prod_elabuzhskiy_18,Говядина тушеная Елабужский МК 325г,325 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000099167-govyadina_tush_v_s_khalyal_325g_zh_b_myasn_prod_elabuzhskiymkk_18,Говядина тушеная Елабужский МК Халяль 325г,325 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000099294-pripravych_vanilin_1g_proksima_100,Ванилин Приправыч кристаллический 1г,1 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000099295-pripravych_koritsa_molotaya_10g_proksima_30_90,Корица Приправыч молотая 10г,10 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000099296-pripravych_razrykhlitel_testa_10g_proksima_35_105,Разрыхлитель Приправыч 10г,10 г,,RUB
magnit,Напитки,https://magnit.ru/product/1000099350-egoiste_espresso_kofe_molotyy_250g_v_s_stab_beg_dek_12,Кофе молотый Espresso Egoiste 250г,250 г,599.99,RUB
magnit,Консервы,https://magnit.ru/product/1000099550-pashtet_pechenochnyy_i_o_mini_0_15kg_myas_pr_p_o_torg_ploshchad,Паштет Торговая площадь Печеночный 150г,150 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000099608-khleb_pshenichnyy_1s_550g_ne_upak_balakovokhleb,Хлеб Пшеничный Балаковохлеб 550г,550 г,,RUB
magnit,Напитки,https://magnit.ru/product/1000099631-svyatoy_istochnik_pitevaya_voda_negaz_5l_pl_but_edelveys_l_2,Вода Святой Источник питьевая негазированная 5л,5 л,169.99,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000099669-yola_pelmeni_po_tatarski_0_4kg_p_up_yoshkar_olinskiy_mk_8,Пельмени Йола по-татарски 400г,400 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000099674-yola_kotlety_semeynye_0_4kg_k_up_yoshkar_olinskiy_mk_7,Котлеты Йола Семейные 400г,400 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000099675-yola_kotlety_kievskie_0_45kg_k_up_yoshkar_olinskiy_mk_7,Котлеты Йола киевские 450г,450 г,,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000099680-pechene_yashkino_sdobnoe_klubnika_137g,Печенье сдобное с начинкой Клубника Яшкино 137г,137 г,97.99,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000099698-chelny_broyler_vetchina_ekstra_khalyal_0_7kg_p_o_agrosila_7,Ветчина Челны-бройлер Экстра Халяль 700г,700 г,,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000099820-pikanta_passata_protertaya_myakot_tomatov500g_t_p_italiya_6,Мякоть томатов Пиканта протертая 500г,500 г,139.99,RUB
magnit,Молочное,https://magnit.ru/product/1000099875-oberezhe_tvorog_5_400g_pl_kon_yarmolprod_12,Творог Обережье 5% 400г,400 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000099968-khleb_pshenichnyy_novyy_1s_0_65kg_ne_upak_khlebopyek,Хлеб Новый пшеничный формовой Хлебопек 650г,650 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000100051-volzhsk_prostory_tvorog_obezzh_0_3_180g_fl_p_molvest,Творог Волжские просторы 0.3% 180г,180 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000100091-kotlety_sibirskie_0_9kg_sibirskaya_agrarnaya_gruppa_6,Котлеты Сибирская аграрная группа Сибирские 900г,900 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000100498-kiprino_syr_rossiyskiy_50_v_kiprinskiy_msz_18,Сыр Киприно Российский 50% весовой,300 г,269.97,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000100506-testo_drozhzhevoe_sdobnoe_okhlazhdennoe_1_kg_polietilenovaya_upakovka_pervyy_khleb_ooo,Тесто сдобное дрожжевое 1кг,1000 г,,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000100648-4_sezona_letnie_ovoshchi_0_4_kg_fl_p_zapadnyy_khk_ooo_20,Смесь овощная 4 Сезона Летние овощи быстрозамороженные 400г,400 г,199.99,RUB
magnit,Крупы и макароны,https://magnit.ru/product/1000100697-sib_bars_spagetti_sargul_40_0_1kg_v_u_sibbars_20,Спагетти-Саргуль Сибирский Барс 40% 100г,100 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000100734-sushka_mini_380g_aleshin_e_o_16,Сушка мини 380г,380 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000100740-pechene_kontinent_servis_toplenoe_moloko_400g,Печенье Топленое молоко Континент-сервис 400г,400 г,105.99,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000100745-pripravych_priprava_dlya_ryby_15g_sashet_proksima_35_105,Приправа для рыбы Приправыч 15г,15 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000100791-doronichi_kotlety_domashnie_0_425kg_p_up_kirovskiy_mk_12,Котлеты Дороничи Домашние Свинина Говядина 425г,425 г,,RUB
magnit,Напитки,https://magnit.ru/product/1000100848-andreich_kvas_rzhan_zhivogo_brozheniya_1_5l_pl_but_bochkarevpz_6,Квас Андреич ржаной живого брожения 1.5л,1.5 л,,RUB
magnit,Молочное,https://magnit.ru/product/1000101324-vatrushka_naslazhdenie_s_tvorogom_220g_p_up_khz_yug_rusi,Ватрушка с творожной начинкой Юг Руси 220г,220 г,79.99,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000101337-baton_gorchichnyy_narez_v_s_0_35kg_p_up_samarskiy_bkk,Батон Горчичный нарезанный Самарский БКК 350г,350 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000101366-molochnaya_skazka_moloko_2_5_900g_polietilenovaya_plenka_barnaulskiy_molochnyy_kombinat_zao,Молоко Молочная Сказка 2.5% 900г,900 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000101367-molochnaya_skazka_yogurt_abr_450g_pyur_p_bmk,Йогурт Молочная Сказка Абрикос 450г,450 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000101369-molochnaya_skazka_yogurt_chernika_450g_pyur_p_bmk,Йогурт Молочная Сказка Черника 450г,450 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000101370-molochnaya_skazka_yogurt_klubn_450g_pyur_p_bmk,Йогурт Молочная Сказка Клубника 450г,450 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000101378-molochnaya_skazka_moloko_ultrapast_2_5_900g_tfa_bmk_12,Молоко Молочная сказка ультрапастеризованное 2.5% 900г,900 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000101379-molochnaya_skazka_ryazhenka_4_450g_pyur_p_bmk_30,Ряженка Молочная Сказка 4% 450г,450 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000101502-salnikov_pelmeni_myasshariki_gov_svin_ptits_900g,Пельмени Сальников Мясшарики говядина свинина птица 900г,900 г,,RUB
magnit,Консервы,https://magnit.ru/product/1000101546-venets_ariadny_gorbusha_skumbr_kh_k_kosich_250g_v_u_akvatoriya_4,Горбуша и скумбрия холодного копчения Венец Ариады 250г,250 г,279.99,RUB
magnit,Консервы,https://magnit.ru/product/1000101548-braslet_artemidy_skumbriya_kh_k_kosichka_250g_v_u_akvatoriya_4,Скумбрия Браслет Артемиды холодного копчения косичка 250г,250 г,289.99,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000101851-sosiski_molochnye_0_36kg_mini_myas_pr_spk_18,Сосиски Сибирская ПК Молочные 360г,360 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000101859-moloko_pitevoe_korove_pasterizovannoe_2_5_1l_finpak_derevenskiy_molochnyy_zavod_ooo,Молоко Деревенский МЗ пастеризованное 2.5% 1л,1000 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000102050-khleb_gurman_tostovyy_narez_pshen_1s_350g_p_up_voskhod,Хлеб Тостовый пшеничный нарезанный ХО Восход 350г,350 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000102051-khleb_borodinskiy_uluchshenyy_narez_rzhan_pshen_450g_p_up_voskhod,Хлеб Бородинский улучшенный нарезанный ржано-пшеничный ХО Восход 450г,450 г,,RUB
magnit,Напитки,https://magnit.ru/product/1000102071-kristalnaya_pitevaya_voda_negaz_1_5l_pl_but_zapsibkola_6,Вода Кристальная питьевая негазированная 1.5л,1.5 л,,RUB
magnit,Напитки,https://magnit.ru/product/1000102072-kristalnaya_pitevaya_voda_negaz_6l_pl_but_zapsibkola_2,Вода Кристальная питьевая негазированная 6л,6 л,,RUB
magnit,Масла и соусы,https://magnit.ru/product/1000102081-itlv_maslo_olivkovoe_100_0_25l,Масло оливковое ITLV Clasico 100% 250мл,250 мл,399.99,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000102135-khleb_derevenskiy_narez_rzhan_1s_350g_p_up_khk_inskoy,Хлеб Деревенский ржаной нарезанный ХК Инской 350г,350 г,,RUB
magnit,Хлеб и выпечка,https://magnit.ru/product/1000102136-khleb_sibirskiy_narez_pshen_1s_450g_p_up_khk_inskoy,Хлеб Сибирский нарезанный пшеничный ХК Инской 450г,450 г,,RUB
magnit,Напитки,https://magnit.ru/product/1000102178-gornyy_istochnik_pitevaya_voda_gaz_1_5l_pl_but_td_triera_6,Вода Горный Источник питьевая газированная 1.5л,1.5 л,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000102280-kolbasa_slivochnaya_var_en_0_45kg_mini_myas_pr_volkov_a_p,Колбаса Сливочная вареная 450г,450 г,,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000102385-olivki_iberica_s_limonom_300g,Оливки Iberica с лимоном 300г,300 г,189.99,RUB
magnit,Напитки,https://magnit.ru/product/1000102438-kofe_jardin_colombia_medellin_rastvorimyy_150g,Кофе растворимый Jardin Colombia Medellin 150г,150 г,449.99,RUB
magnit,Молочное,https://magnit.ru/product/1000102474-prostokvashino_smetana_20_180g_pl_st_danon_12,Сметана Простоквашино 20% 180г,180 г,69.99,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000103003-zuegg_konfityur_ekstra_chereshnya_320g_st_ban_tsuegg_doychland_12,Конфитюр Zuegg черешня 320г,320 г,279.99,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000103005-konfityur_zuegg_ekstra_abrikos_320g,Конфитюр Zuegg Экстра Абрикос 320г,320 г,279.99,RUB
magnit,Молочное,https://magnit.ru/product/1000103120-pirog_smetannik_v_polietilenovyy_paket_sp_gm,Пирог Сметанник,550 г,274.99,RUB
magnit,Крупы и макароны,https://magnit.ru/product/1000103122-sukhariki_pshenichnye_so_vkusom_papriki_v_korreks_sp_gm,Сухарики пшеничные со вкусом паприки,100 г,14.99,RUB
magnit,Масла и соусы,https://magnit.ru/product/1000103131-midii_meridian_s_vyalenymi_tomatami_chesnokom_i_zelenyu_v_masle_415g,Мидии Меридиан с вялеными томатами чесноком и зеленью в масле 415г,415 г,329.99,RUB
magnit,Масла и соусы,https://magnit.ru/product/1000103207-semkin_maslo_slivochnoe_82_5_180g_folga_semkin_v_v_12,Масло сливочное Семкин 82.5% 180г,180 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000103296-syr_belebeevskiy_45_v_belebeevskiy_mk_4_5_9,Сыр Белебеевский 45% весовой,300 г,269.97,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000103621-pelmeni_reftinskie_zamorozh_0_750kg_p_up_reftinskaya_pf_10,Пельмени Рефтинская ПФ с мясом птицы 750г,750 г,,RUB
magnit,Специи и приправы,https://magnit.ru/product/1000103823-drozhzhi_lyuks_ekstra_pressovannye_100g,Дрожжи Люкс Экстра прессованные 100г,100 г,22.99,RUB
magnit,Крупы и макароны,https://magnit.ru/product/1000104022-doshirak_chan_ramyen_lapsha_koreyskaya_120g_doshirak_20,Лапша Доширак Чан Рамен Корейская с приправами 120г,120 г,86.99,RUB
magnit,Молочное,https://magnit.ru/product/1000104406-moloko_zauralya_tvorog_obezzh_1_8_200g_fol_moloko_zauralya,Творог Молоко Зауралья обезжиренный 1.8% 200г,200 г,,RUB
magnit,Напитки,https://magnit.ru/product/1000104414-agama_midii_v_stvorkakh_v_m_sob_sok0_45kg_k_up_agama_royal_10,Мидии в створках Agama варено-мороженые в собственном соку 450г,450 г,299.0,RUB
magnit,Масла и соусы,https://magnit.ru/product/1000104573-sava_ketchup_shashlychnyy_900g_pet_tpk_sava_6,Кетчуп Сава шашлычный 900г,900 г,,RUB
magnit,Мясо и птица,https://magnit.ru/product/1000104672-sosiski_molochnye_original_0_48kg_myas_pr_mgs_vladimir_st_6,Сосиски Владимирский стандарт Молочные оригинальные 480г,480 г,159.99,RUB
magnit,Молочное,https://magnit.ru/product/1000104692-bezhin_lug_tvorog_myagk_grusha_van4_2_160g_pl_st_tulskiymk_6,Творог Бежин Луг Груша-ваниль мягкий 4.2% 130г,160 г,,RUB
magnit,Молочное,https://magnit.ru/product/1000104708-zelenyy_lug_kefir_1_750g_pl_but_toguchinskoe_moloko_6,Кефир Зеленый луг 1% 750г,750 г,,RUB
magnit,Напитки,https://magnit.ru/product/1000104720-ayan_khan_kul_miner_voda_1_3l_pl_but_ayan_6,Вода Аян Хан-Куль минеральная 1.3л,1.3 л,,RUB
magnit,Молочное,https://magnit.ru/product/1000104766-sloyka_s_tvorogom_80g_p_up_cheboksarskiy_khz_2,Слойка с творогом ЧХЗ №2 80г,80 г,,RUB
magnit,Овощи и фрукты,https://magnit.ru/product/1000104855-zolotoy_kolos_pirozhok_kartof_pechen_60g_fl_p_abacharaev_a_s,Пирожок с картофелем и печенью 60г,60 г,31.99,RUB
magnit,Молочное,https://magnit.ru/product/1000105373-kezskiy_syrzavod_maslo_slivochnoe_72_5_175g_folga_milkom_mtk,Масло сливочное Кезский Сырзавод 72.5% 175г,175 г,,RUB
